year,week,is_blocking,closest_center_label,time
1987,29,0,,1987-07-16
1987,30,0,,1987-07-23
1987,31,0,,1987-07-30
1987,32,0,,1987-08-06
1987,33,0,,1987-08-13
1987,34,1,N,1987-08-20
1987,35,1,W,1987-08-27
1987,36,0,,1987-09-03
1987,37,0,,1987-09-10
1987,38,0,,1987-09-17
1987,39,0,,1987-09-24
1987,40,1,W,1987-10-01
1987,41,1,N,1987-10-08
1987,42,1,W,1987-10-15
1987,43,1,W,1987-10-22
1987,44,1,W,1987-10-29
1987,45,0,,1987-11-05
1987,46,0,,1987-11-12
1987,47,0,,1987-11-19
1987,48,0,,1987-11-26
1987,49,0,,1987-12-03
1987,50,0,,1987-12-10
1987,51,0,,1987-12-17
1987,52,0,,1987-12-24
1987,53,0,,1987-12-31
1988,1,0,,1988-01-01
1988,2,0,,1988-01-08
1988,3,0,,1988-01-15
1988,4,0,,1988-01-22
1988,5,0,,1988-01-29
1988,6,0,,1988-02-05
1988,7,0,,1988-02-12
1988,8,0,,1988-02-19
1988,9,0,,1988-02-26
1988,10,0,,1988-03-04
1988,11,0,,1988-03-11
1988,12,0,,1988-03-18
1988,13,0,,1988-03-25
1988,14,0,,1988-04-01
1988,15,0,,1988-04-08
1988,16,0,,1988-04-15
1988,17,0,,1988-04-22
1988,18,0,,1988-04-29
1988,19,0,,1988-05-06
1988,20,0,,1988-05-13
1988,21,0,,1988-05-20
1988,22,0,,1988-05-27
1988,23,0,,1988-06-03
1988,24,0,,1988-06-10
1988,25,0,,1988-06-17
1988,26,0,,1988-06-24
1988,27,0,,1988-07-01
1988,28,0,,1988-07-08
1988,29,0,,1988-07-15
1988,30,0,,1988-07-22
1988,31,0,,1988-07-29
1988,32,0,,1988-08-05
1988,33,0,,1988-08-12
1988,34,1,W,1988-08-19
1988,35,1,W,1988-08-26
1988,36,0,,1988-09-02
1988,37,0,,1988-09-09
1988,38,0,,1988-09-16
1988,39,0,,1988-09-23
1988,40,0,,1988-09-30
1988,41,0,,1988-10-07
1988,42,0,,1988-10-14
1988,43,0,,1988-10-21
1988,44,0,,1988-10-28
1988,45,0,,1988-11-04
1988,46,0,,1988-11-11
1988,47,0,,1988-11-18
1988,48,0,,1988-11-25
1988,49,0,,1988-12-02
1988,50,0,,1988-12-09
1988,51,0,,1988-12-16
1988,52,0,,1988-12-23
1988,53,0,,1988-12-30
1989,1,0,,1989-01-01
1989,2,0,,1989-01-08
1989,3,0,,1989-01-15
1989,4,0,,1989-01-22
1989,5,0,,1989-01-29
1989,6,0,,1989-02-05
1989,7,0,,1989-02-12
1989,8,0,,1989-02-19
1989,9,0,,1989-02-26
1989,10,0,,1989-03-05
1989,11,0,,1989-03-12
1989,12,0,,1989-03-19
1989,13,0,,1989-03-26
1989,14,0,,1989-04-02
1989,15,0,,1989-04-09
1989,16,0,,1989-04-16
1989,17,0,,1989-04-23
1989,18,0,,1989-04-30
1989,19,0,,1989-05-07
1989,20,0,,1989-05-14
1989,21,0,,1989-05-21
1989,22,0,,1989-05-28
1989,23,0,,1989-06-04
1989,24,0,,1989-06-11
1989,25,0,,1989-06-18
1989,26,0,,1989-06-25
1989,27,0,,1989-07-02
1989,28,0,,1989-07-09
1989,29,0,,1989-07-16
1989,30,0,,1989-07-23
1989,31,0,,1989-07-30
1989,32,0,,1989-08-06
1989,33,1,W,1989-08-13
1989,34,0,,1989-08-20
1989,35,1,E,1989-08-27
1989,36,1,N,1989-09-03
1989,37,1,S,1989-09-10
1989,38,1,E,1989-09-17
1989,39,1,E,1989-09-24
1989,40,1,E,1989-10-01
1989,41,0,,1989-10-08
1989,42,0,,1989-10-15
1989,43,0,,1989-10-22
1989,44,0,,1989-10-29
1989,45,0,,1989-11-05
1989,46,0,,1989-11-12
1989,47,0,,1989-11-19
1989,48,0,,1989-11-26
1989,49,0,,1989-12-03
1989,50,0,,1989-12-10
1989,51,0,,1989-12-17
1989,52,0,,1989-12-24
1990,1,0,,1990-01-01
1990,2,0,,1990-01-08
1990,3,0,,1990-01-15
1990,4,0,,1990-01-22
1990,5,0,,1990-01-29
1990,6,0,,1990-02-05
1990,7,0,,1990-02-12
1990,8,0,,1990-02-19
1990,9,0,,1990-02-26
1990,10,0,,1990-03-05
1990,11,0,,1990-03-12
1990,12,0,,1990-03-19
1990,13,0,,1990-03-26
1990,14,0,,1990-04-02
1990,15,0,,1990-04-09
1990,16,0,,1990-04-16
1990,17,0,,1990-04-23
1990,18,0,,1990-04-30
1990,19,0,,1990-05-07
1990,20,0,,1990-05-14
1990,21,0,,1990-05-21
1990,22,0,,1990-05-28
1990,23,0,,1990-06-04
1990,24,0,,1990-06-11
1990,25,0,,1990-06-18
1990,26,0,,1990-06-25
1990,27,0,,1990-07-02
1990,28,0,,1990-07-09
1990,29,0,,1990-07-16
1990,30,0,,1990-07-23
1990,31,1,W,1990-07-30
1990,32,1,N,1990-08-06
1990,33,0,,1990-08-13
1990,34,0,,1990-08-20
1990,35,0,,1990-08-27
1990,36,0,,1990-09-03
1990,37,0,,1990-09-10
1990,38,0,,1990-09-17
1990,39,0,,1990-09-24
1990,40,0,,1990-10-01
1990,41,0,,1990-10-08
1990,42,1,E,1990-10-15
1990,43,1,N,1990-10-22
1990,44,0,,1990-10-29
1990,45,0,,1990-11-05
1990,46,0,,1990-11-12
1990,47,0,,1990-11-19
1990,48,0,,1990-11-26
1990,49,0,,1990-12-03
1990,50,0,,1990-12-10
1990,51,0,,1990-12-17
1990,52,0,,1990-12-24
1991,1,0,,1991-01-01
1991,2,0,,1991-01-08
1991,3,0,,1991-01-15
1991,4,0,,1991-01-22
1991,5,0,,1991-01-29
1991,6,0,,1991-02-05
1991,7,0,,1991-02-12
1991,8,0,,1991-02-19
1991,9,0,,1991-02-26
1991,10,0,,1991-03-05
1991,11,0,,1991-03-12
1991,12,0,,1991-03-19
1991,13,0,,1991-03-26
1991,14,0,,1991-04-02
1991,15,0,,1991-04-09
1991,16,0,,1991-04-16
1991,17,0,,1991-04-23
1991,18,0,,1991-04-30
1991,19,0,,1991-05-07
1991,20,0,,1991-05-14
1991,21,0,,1991-05-21
1991,22,0,,1991-05-28
1991,23,0,,1991-06-04
1991,24,0,,1991-06-11
1991,25,0,,1991-06-18
1991,26,0,,1991-06-25
1991,27,0,,1991-07-02
1991,28,0,,1991-07-09
1991,29,0,,1991-07-16
1991,30,0,,1991-07-23
1991,31,1,S,1991-07-30
1991,32,1,W,1991-08-06
1991,33,0,,1991-08-13
1991,34,1,E,1991-08-20
1991,35,1,N,1991-08-27
1991,36,1,E,1991-09-03
1991,37,1,E,1991-09-10
1991,38,0,,1991-09-17
1991,39,0,,1991-09-24
1991,40,1,N,1991-10-01
1991,41,1,W,1991-10-08
1991,42,1,E,1991-10-15
1991,43,1,E,1991-10-22
1991,44,0,,1991-10-29
1991,45,0,,1991-11-05
1991,46,0,,1991-11-12
1991,47,0,,1991-11-19
1991,48,0,,1991-11-26
1991,49,0,,1991-12-03
1991,50,0,,1991-12-10
1991,51,0,,1991-12-17
1991,52,0,,1991-12-24
1992,1,0,,1992-01-01
1992,2,0,,1992-01-08
1992,3,0,,1992-01-15
1992,4,0,,1992-01-22
1992,5,0,,1992-01-29
1992,6,0,,1992-02-05
1992,7,0,,1992-02-12
1992,8,0,,1992-02-19
1992,9,0,,1992-02-26
1992,10,0,,1992-03-04
1992,11,0,,1992-03-11
1992,12,0,,1992-03-18
1992,13,0,,1992-03-25
1992,14,0,,1992-04-01
1992,15,0,,1992-04-08
1992,16,0,,1992-04-15
1992,17,0,,1992-04-22
1992,18,0,,1992-04-29
1992,19,0,,1992-05-06
1992,20,0,,1992-05-13
1992,21,0,,1992-05-20
1992,22,0,,1992-05-27
1992,23,0,,1992-06-03
1992,24,0,,1992-06-10
1992,25,0,,1992-06-17
1992,26,0,,1992-06-24
1992,27,0,,1992-07-01
1992,28,0,,1992-07-08
1992,29,0,,1992-07-15
1992,30,0,,1992-07-22
1992,31,0,,1992-07-29
1992,32,1,N,1992-08-05
1992,33,0,,1992-08-12
1992,34,0,,1992-08-19
1992,35,0,,1992-08-26
1992,36,0,,1992-09-02
1992,37,0,,1992-09-09
1992,38,0,,1992-09-16
1992,39,0,,1992-09-23
1992,40,1,E,1992-09-30
1992,41,1,E,1992-10-07
1992,42,1,S,1992-10-14
1992,43,0,,1992-10-21
1992,44,0,,1992-10-28
1992,45,0,,1992-11-04
1992,46,0,,1992-11-11
1992,47,0,,1992-11-18
1992,48,0,,1992-11-25
1992,49,0,,1992-12-02
1992,50,0,,1992-12-09
1992,51,0,,1992-12-16
1992,52,0,,1992-12-23
1992,53,0,,1992-12-30
1993,1,0,,1993-01-01
1993,2,0,,1993-01-08
1993,3,0,,1993-01-15
1993,4,0,,1993-01-22
1993,5,0,,1993-01-29
1993,6,0,,1993-02-05
1993,7,0,,1993-02-12
1993,8,0,,1993-02-19
1993,9,0,,1993-02-26
1993,10,0,,1993-03-05
1993,11,0,,1993-03-12
1993,12,0,,1993-03-19
1993,13,0,,1993-03-26
1993,14,0,,1993-04-02
1993,15,0,,1993-04-09
1993,16,0,,1993-04-16
1993,17,0,,1993-04-23
1993,18,0,,1993-04-30
1993,19,0,,1993-05-07
1993,20,0,,1993-05-14
1993,21,0,,1993-05-21
1993,22,0,,1993-05-28
1993,23,0,,1993-06-04
1993,24,0,,1993-06-11
1993,25,0,,1993-06-18
1993,26,0,,1993-06-25
1993,27,0,,1993-07-02
1993,28,0,,1993-07-09
1993,29,0,,1993-07-16
1993,30,1,S,1993-07-23
1993,31,1,E,1993-07-30
1993,32,0,,1993-08-06
1993,33,0,,1993-08-13
1993,34,1,E,1993-08-20
1993,35,1,E,1993-08-27
1993,36,0,,1993-09-03
1993,37,0,,1993-09-10
1993,38,0,,1993-09-17
1993,39,1,W,1993-09-24
1993,40,1,W,1993-10-01
1993,41,0,,1993-10-08
1993,42,1,E,1993-10-15
1993,43,1,N,1993-10-22
1993,44,0,,1993-10-29
1993,45,0,,1993-11-05
1993,46,0,,1993-11-12
1993,47,0,,1993-11-19
1993,48,0,,1993-11-26
1993,49,0,,1993-12-03
1993,50,0,,1993-12-10
1993,51,0,,1993-12-17
1993,52,0,,1993-12-24
1993,53,0,,1993-12-31
1994,1,0,,1994-01-01
1994,2,0,,1994-01-08
1994,3,0,,1994-01-15
1994,4,0,,1994-01-22
1994,5,0,,1994-01-29
1994,6,0,,1994-02-05
1994,7,0,,1994-02-12
1994,8,0,,1994-02-19
1994,9,0,,1994-02-26
1994,10,0,,1994-03-05
1994,11,0,,1994-03-12
1994,12,0,,1994-03-19
1994,13,0,,1994-03-26
1994,14,0,,1994-04-02
1994,15,0,,1994-04-09
1994,16,0,,1994-04-16
1994,17,0,,1994-04-23
1994,18,0,,1994-04-30
1994,19,0,,1994-05-07
1994,20,0,,1994-05-14
1994,21,0,,1994-05-21
1994,22,0,,1994-05-28
1994,23,0,,1994-06-04
1994,24,0,,1994-06-11
1994,25,0,,1994-06-18
1994,26,0,,1994-06-25
1994,27,0,,1994-07-02
1994,28,0,,1994-07-09
1994,29,0,,1994-07-16
1994,30,0,,1994-07-23
1994,31,1,N,1994-07-30
1994,32,1,E,1994-08-06
1994,33,1,E,1994-08-13
1994,34,0,,1994-08-20
1994,35,0,,1994-08-27
1994,36,0,,1994-09-03
1994,37,0,,1994-09-10
1994,38,0,,1994-09-17
1994,39,0,,1994-09-24
1994,40,1,N,1994-10-01
1994,41,1,N,1994-10-08
1994,42,0,,1994-10-15
1994,43,0,,1994-10-22
1994,44,0,,1994-10-29
1994,45,0,,1994-11-05
1994,46,0,,1994-11-12
1994,47,0,,1994-11-19
1994,48,0,,1994-11-26
1994,49,0,,1994-12-03
1994,50,0,,1994-12-10
1994,51,0,,1994-12-17
1994,52,0,,1994-12-24
1995,1,0,,1995-01-01
1995,2,0,,1995-01-08
1995,3,0,,1995-01-15
1995,4,0,,1995-01-22
1995,5,0,,1995-01-29
1995,6,0,,1995-02-05
1995,7,0,,1995-02-12
1995,8,0,,1995-02-19
1995,9,0,,1995-02-26
1995,10,0,,1995-03-05
1995,11,0,,1995-03-12
1995,12,0,,1995-03-19
1995,13,0,,1995-03-26
1995,14,0,,1995-04-02
1995,15,0,,1995-04-09
1995,16,0,,1995-04-16
1995,17,0,,1995-04-23
1995,18,0,,1995-04-30
1995,19,0,,1995-05-07
1995,20,0,,1995-05-14
1995,21,0,,1995-05-21
1995,22,0,,1995-05-28
1995,23,0,,1995-06-04
1995,24,0,,1995-06-11
1995,25,0,,1995-06-18
1995,26,0,,1995-06-25
1995,27,0,,1995-07-02
1995,28,0,,1995-07-09
1995,29,0,,1995-07-16
1995,30,0,,1995-07-23
1995,31,1,E,1995-07-30
1995,32,1,N,1995-08-06
1995,33,1,S,1995-08-13
1995,34,1,N,1995-08-20
1995,35,1,W,1995-08-27
1995,36,1,W,1995-09-03
1995,37,1,W,1995-09-10
1995,38,0,,1995-09-17
1995,39,1,N,1995-09-24
1995,40,1,W,1995-10-01
1995,41,1,N,1995-10-08
1995,42,1,N,1995-10-15
1995,43,1,N,1995-10-22
1995,44,0,,1995-10-29
1995,45,0,,1995-11-05
1995,46,0,,1995-11-12
1995,47,0,,1995-11-19
1995,48,0,,1995-11-26
1995,49,0,,1995-12-03
1995,50,0,,1995-12-10
1995,51,0,,1995-12-17
1995,52,0,,1995-12-24
1996,1,0,,1996-01-01
1996,2,0,,1996-01-08
1996,3,0,,1996-01-15
1996,4,0,,1996-01-22
1996,5,0,,1996-01-29
1996,6,0,,1996-02-05
1996,7,0,,1996-02-12
1996,8,0,,1996-02-19
1996,9,0,,1996-02-26
1996,10,0,,1996-03-04
1996,11,0,,1996-03-11
1996,12,0,,1996-03-18
1996,13,0,,1996-03-25
1996,14,0,,1996-04-01
1996,15,0,,1996-04-08
1996,16,0,,1996-04-15
1996,17,0,,1996-04-22
1996,18,0,,1996-04-29
1996,19,0,,1996-05-06
1996,20,0,,1996-05-13
1996,21,0,,1996-05-20
1996,22,0,,1996-05-27
1996,23,0,,1996-06-03
1996,24,0,,1996-06-10
1996,25,0,,1996-06-17
1996,26,0,,1996-06-24
1996,27,0,,1996-07-01
1996,28,0,,1996-07-08
1996,29,0,,1996-07-15
1996,30,0,,1996-07-22
1996,31,0,,1996-07-29
1996,32,0,,1996-08-05
1996,33,1,S,1996-08-12
1996,34,1,N,1996-08-19
1996,35,1,N,1996-08-26
1996,36,1,E,1996-09-02
1996,37,1,E,1996-09-09
1996,38,1,E,1996-09-16
1996,39,0,,1996-09-23
1996,40,1,E,1996-09-30
1996,41,1,N,1996-10-07
1996,42,1,N,1996-10-14
1996,43,1,N,1996-10-21
1996,44,1,W,1996-10-28
1996,45,0,,1996-11-04
1996,46,0,,1996-11-11
1996,47,0,,1996-11-18
1996,48,0,,1996-11-25
1996,49,0,,1996-12-02
1996,50,0,,1996-12-09
1996,51,0,,1996-12-16
1996,52,0,,1996-12-23
1997,1,0,,1997-01-01
1997,2,0,,1997-01-08
1997,3,0,,1997-01-15
1997,4,0,,1997-01-22
1997,5,0,,1997-01-29
1997,6,0,,1997-02-05
1997,7,0,,1997-02-12
1997,8,0,,1997-02-19
1997,9,0,,1997-02-26
1997,10,0,,1997-03-05
1997,11,0,,1997-03-12
1997,12,0,,1997-03-19
1997,13,0,,1997-03-26
1997,14,0,,1997-04-02
1997,15,0,,1997-04-09
1997,16,0,,1997-04-16
1997,17,0,,1997-04-23
1997,18,0,,1997-04-30
1997,19,0,,1997-05-07
1997,20,0,,1997-05-14
1997,21,0,,1997-05-21
1997,22,0,,1997-05-28
1997,23,0,,1997-06-04
1997,24,0,,1997-06-11
1997,25,0,,1997-06-18
1997,26,0,,1997-06-25
1997,27,0,,1997-07-02
1997,28,0,,1997-07-09
1997,29,0,,1997-07-16
1997,30,0,,1997-07-23
1997,31,0,,1997-07-30
1997,32,1,N,1997-08-06
1997,33,1,N,1997-08-13
1997,34,1,W,1997-08-20
1997,35,1,S,1997-08-27
1997,36,0,,1997-09-03
1997,37,0,,1997-09-10
1997,38,1,E,1997-09-17
1997,39,1,E,1997-09-24
1997,40,1,N,1997-10-01
1997,41,1,E,1997-10-08
1997,42,1,E,1997-10-15
1997,43,1,E,1997-10-22
1997,44,1,E,1997-10-29
1997,45,0,,1997-11-05
1997,46,0,,1997-11-12
1997,47,0,,1997-11-19
1997,48,0,,1997-11-26
1997,49,0,,1997-12-03
1997,50,0,,1997-12-10
1997,51,0,,1997-12-17
1997,52,0,,1997-12-24
1998,1,0,,1998-01-01
1998,2,0,,1998-01-08
1998,3,0,,1998-01-15
1998,4,0,,1998-01-22
1998,5,0,,1998-01-29
1998,6,0,,1998-02-05
1998,7,0,,1998-02-12
1998,8,0,,1998-02-19
1998,9,0,,1998-02-26
1998,10,0,,1998-03-05
1998,11,0,,1998-03-12
1998,12,0,,1998-03-19
1998,13,0,,1998-03-26
1998,14,0,,1998-04-02
1998,15,0,,1998-04-09
1998,16,0,,1998-04-16
1998,17,0,,1998-04-23
1998,18,0,,1998-04-30
1998,19,0,,1998-05-07
1998,20,0,,1998-05-14
1998,21,0,,1998-05-21
1998,22,0,,1998-05-28
1998,23,0,,1998-06-04
1998,24,0,,1998-06-11
1998,25,0,,1998-06-18
1998,26,0,,1998-06-25
1998,27,0,,1998-07-02
1998,28,0,,1998-07-09
1998,29,0,,1998-07-16
1998,30,0,,1998-07-23
1998,31,0,,1998-07-30
1998,32,0,,1998-08-06
1998,33,0,,1998-08-13
1998,34,0,,1998-08-20
1998,35,0,,1998-08-27
1998,36,1,W,1998-09-03
1998,37,1,W,1998-09-10
1998,38,1,N,1998-09-17
1998,39,1,N,1998-09-24
1998,40,0,,1998-10-01
1998,41,0,,1998-10-08
1998,42,0,,1998-10-15
1998,43,0,,1998-10-22
1998,44,0,,1998-10-29
1998,45,0,,1998-11-05
1998,46,0,,1998-11-12
1998,47,0,,1998-11-19
1998,48,0,,1998-11-26
1998,49,0,,1998-12-03
1998,50,0,,1998-12-10
1998,51,0,,1998-12-17
1998,52,0,,1998-12-24
1998,53,0,,1998-12-31
1999,1,0,,1999-01-01
1999,2,0,,1999-01-08
1999,3,0,,1999-01-15
1999,4,0,,1999-01-22
1999,5,0,,1999-01-29
1999,6,0,,1999-02-05
1999,7,0,,1999-02-12
1999,8,0,,1999-02-19
1999,9,0,,1999-02-26
1999,10,0,,1999-03-05
1999,11,0,,1999-03-12
1999,12,0,,1999-03-19
1999,13,0,,1999-03-26
1999,14,0,,1999-04-02
1999,15,0,,1999-04-09
1999,16,0,,1999-04-16
1999,17,0,,1999-04-23
1999,18,0,,1999-04-30
1999,19,0,,1999-05-07
1999,20,0,,1999-05-14
1999,21,0,,1999-05-21
1999,22,0,,1999-05-28
1999,23,0,,1999-06-04
1999,24,0,,1999-06-11
1999,25,0,,1999-06-18
1999,26,0,,1999-06-25
1999,27,0,,1999-07-02
1999,28,0,,1999-07-09
1999,29,0,,1999-07-16
1999,30,0,,1999-07-23
1999,31,0,,1999-07-30
1999,32,0,,1999-08-06
1999,33,0,,1999-08-13
1999,34,1,S,1999-08-20
1999,35,1,N,1999-08-27
1999,36,1,N,1999-09-03
1999,37,0,,1999-09-10
1999,38,0,,1999-09-17
1999,39,1,N,1999-09-24
1999,40,1,W,1999-10-01
1999,41,1,E,1999-10-08
1999,42,0,,1999-10-15
1999,43,0,,1999-10-22
1999,44,0,,1999-10-29
1999,45,0,,1999-11-05
1999,46,0,,1999-11-12
1999,47,0,,1999-11-19
1999,48,0,,1999-11-26
1999,49,0,,1999-12-03
1999,50,0,,1999-12-10
1999,51,0,,1999-12-17
1999,52,0,,1999-12-24
1999,53,0,,1999-12-31
2000,1,0,,2000-01-01
2000,2,0,,2000-01-08
2000,3,0,,2000-01-15
2000,4,0,,2000-01-22
2000,5,0,,2000-01-29
2000,6,0,,2000-02-05
2000,7,0,,2000-02-12
2000,8,0,,2000-02-19
2000,9,0,,2000-02-26
2000,10,0,,2000-03-04
2000,11,0,,2000-03-11
2000,12,0,,2000-03-18
2000,13,0,,2000-03-25
2000,14,0,,2000-04-01
2000,15,0,,2000-04-08
2000,16,0,,2000-04-15
2000,17,0,,2000-04-22
2000,18,0,,2000-04-29
2000,19,0,,2000-05-06
2000,20,0,,2000-05-13
2000,21,0,,2000-05-20
2000,22,0,,2000-05-27
2000,23,0,,2000-06-03
2000,24,0,,2000-06-10
2000,25,0,,2000-06-17
2000,26,0,,2000-06-24
2000,27,0,,2000-07-01
2000,28,0,,2000-07-08
2000,29,0,,2000-07-15
2000,30,0,,2000-07-22
2000,31,0,,2000-07-29
2000,32,0,,2000-08-05
2000,33,0,,2000-08-12
2000,34,1,N,2000-08-19
2000,35,1,W,2000-08-26
2000,36,1,W,2000-09-02
2000,37,0,,2000-09-09
2000,38,0,,2000-09-16
2000,39,1,W,2000-09-23
2000,40,1,W,2000-09-30
2000,41,1,N,2000-10-07
2000,42,1,N,2000-10-14
2000,43,1,N,2000-10-21
2000,44,0,,2000-10-28
2000,45,0,,2000-11-04
2000,46,0,,2000-11-11
2000,47,0,,2000-11-18
2000,48,0,,2000-11-25
2000,49,0,,2000-12-02
2000,50,0,,2000-12-09
2000,51,0,,2000-12-16
2000,52,0,,2000-12-23
2001,1,0,,2001-01-01
2001,2,0,,2001-01-08
2001,3,0,,2001-01-15
2001,4,0,,2001-01-22
2001,5,0,,2001-01-29
2001,6,0,,2001-02-05
2001,7,0,,2001-02-12
2001,8,0,,2001-02-19
2001,9,0,,2001-02-26
2001,10,0,,2001-03-05
2001,11,0,,2001-03-12
2001,12,0,,2001-03-19
2001,13,0,,2001-03-26
2001,14,0,,2001-04-02
2001,15,0,,2001-04-09
2001,16,0,,2001-04-16
2001,17,0,,2001-04-23
2001,18,0,,2001-04-30
2001,19,0,,2001-05-07
2001,20,0,,2001-05-14
2001,21,0,,2001-05-21
2001,22,0,,2001-05-28
2001,23,0,,2001-06-04
2001,24,0,,2001-06-11
2001,25,0,,2001-06-18
2001,26,0,,2001-06-25
2001,27,0,,2001-07-02
2001,28,0,,2001-07-09
2001,29,0,,2001-07-16
2001,30,0,,2001-07-23
2001,31,0,,2001-07-30
2001,32,0,,2001-08-06
2001,33,1,N,2001-08-13
2001,34,1,N,2001-08-20
2001,35,0,,2001-08-27
2001,36,0,,2001-09-03
2001,37,0,,2001-09-10
2001,38,0,,2001-09-17
2001,39,0,,2001-09-24
2001,40,0,,2001-10-01
2001,41,0,,2001-10-08
2001,42,0,,2001-10-15
2001,43,0,,2001-10-22
2001,44,0,,2001-10-29
2001,45,0,,2001-11-05
2001,46,0,,2001-11-12
2001,47,0,,2001-11-19
2001,48,0,,2001-11-26
2001,49,0,,2001-12-03
2001,50,0,,2001-12-10
2001,51,0,,2001-12-17
2001,52,0,,2001-12-24
2002,1,0,,2002-01-01
2002,2,0,,2002-01-08
2002,3,0,,2002-01-15
2002,4,0,,2002-01-22
2002,5,0,,2002-01-29
2002,6,0,,2002-02-05
2002,7,0,,2002-02-12
2002,8,0,,2002-02-19
2002,9,0,,2002-02-26
2002,10,0,,2002-03-05
2002,11,0,,2002-03-12
2002,12,0,,2002-03-19
2002,13,0,,2002-03-26
2002,14,0,,2002-04-02
2002,15,0,,2002-04-09
2002,16,0,,2002-04-16
2002,17,0,,2002-04-23
2002,18,0,,2002-04-30
2002,19,0,,2002-05-07
2002,20,0,,2002-05-14
2002,21,0,,2002-05-21
2002,22,0,,2002-05-28
2002,23,0,,2002-06-04
2002,24,0,,2002-06-11
2002,25,0,,2002-06-18
2002,26,0,,2002-06-25
2002,27,0,,2002-07-02
2002,28,0,,2002-07-09
2002,29,0,,2002-07-16
2002,30,0,,2002-07-23
2002,31,0,,2002-07-30
2002,32,0,,2002-08-06
2002,33,0,,2002-08-13
2002,34,1,W,2002-08-20
2002,35,1,W,2002-08-27
2002,36,1,W,2002-09-03
2002,37,1,N,2002-09-10
2002,38,1,S,2002-09-17
2002,39,1,E,2002-09-24
2002,40,1,N,2002-10-01
2002,41,0,,2002-10-08
2002,42,0,,2002-10-15
2002,43,0,,2002-10-22
2002,44,0,,2002-10-29
2002,45,0,,2002-11-05
2002,46,0,,2002-11-12
2002,47,0,,2002-11-19
2002,48,0,,2002-11-26
2002,49,0,,2002-12-03
2002,50,0,,2002-12-10
2002,51,0,,2002-12-17
2002,52,0,,2002-12-24
2003,1,0,,2003-01-01
2003,2,0,,2003-01-08
2003,3,0,,2003-01-15
2003,4,0,,2003-01-22
2003,5,0,,2003-01-29
2003,6,0,,2003-02-05
2003,7,0,,2003-02-12
2003,8,0,,2003-02-19
2003,9,0,,2003-02-26
2003,10,0,,2003-03-05
2003,11,0,,2003-03-12
2003,12,0,,2003-03-19
2003,13,0,,2003-03-26
2003,14,0,,2003-04-02
2003,15,0,,2003-04-09
2003,16,0,,2003-04-16
2003,17,0,,2003-04-23
2003,18,0,,2003-04-30
2003,19,0,,2003-05-07
2003,20,0,,2003-05-14
2003,21,0,,2003-05-21
2003,22,0,,2003-05-28
2003,23,0,,2003-06-04
2003,24,0,,2003-06-11
2003,25,0,,2003-06-18
2003,26,0,,2003-06-25
2003,27,0,,2003-07-02
2003,28,0,,2003-07-09
2003,29,0,,2003-07-16
2003,30,0,,2003-07-23
2003,31,1,W,2003-07-30
2003,32,1,W,2003-08-06
2003,33,0,,2003-08-13
2003,34,0,,2003-08-20
2003,35,0,,2003-08-27
2003,36,0,,2003-09-03
2003,37,1,N,2003-09-10
2003,38,1,N,2003-09-17
2003,39,0,,2003-09-24
2003,40,0,,2003-10-01
2003,41,0,,2003-10-08
2003,42,1,N,2003-10-15
2003,43,0,,2003-10-22
2003,44,0,,2003-10-29
2003,45,0,,2003-11-05
2003,46,0,,2003-11-12
2003,47,0,,2003-11-19
2003,48,0,,2003-11-26
2003,49,0,,2003-12-03
2003,50,0,,2003-12-10
2003,51,0,,2003-12-17
2003,52,0,,2003-12-24
2004,1,0,,2004-01-01
2004,2,0,,2004-01-08
2004,3,0,,2004-01-15
2004,4,0,,2004-01-22
2004,5,0,,2004-01-29
2004,6,0,,2004-02-05
2004,7,0,,2004-02-12
2004,8,0,,2004-02-19
2004,9,0,,2004-02-26
2004,10,0,,2004-03-04
2004,11,0,,2004-03-11
2004,12,0,,2004-03-18
2004,13,0,,2004-03-25
2004,14,0,,2004-04-01
2004,15,0,,2004-04-08
2004,16,0,,2004-04-15
2004,17,0,,2004-04-22
2004,18,0,,2004-04-29
2004,19,0,,2004-05-06
2004,20,0,,2004-05-13
2004,21,0,,2004-05-20
2004,22,0,,2004-05-27
2004,23,0,,2004-06-03
2004,24,0,,2004-06-10
2004,25,0,,2004-06-17
2004,26,0,,2004-06-24
2004,27,0,,2004-07-01
2004,28,0,,2004-07-08
2004,29,0,,2004-07-15
2004,30,0,,2004-07-22
2004,31,0,,2004-07-29
2004,32,0,,2004-08-05
2004,33,0,,2004-08-12
2004,34,0,,2004-08-19
2004,35,0,,2004-08-26
2004,36,1,N,2004-09-02
2004,37,1,N,2004-09-09
2004,38,0,,2004-09-16
2004,39,0,,2004-09-23
2004,40,0,,2004-09-30
2004,41,0,,2004-10-07
2004,42,0,,2004-10-14
2004,43,0,,2004-10-21
2004,44,0,,2004-10-28
2004,45,0,,2004-11-04
2004,46,0,,2004-11-11
2004,47,0,,2004-11-18
2004,48,0,,2004-11-25
2004,49,0,,2004-12-02
2004,50,0,,2004-12-09
2004,51,0,,2004-12-16
2004,52,0,,2004-12-23
2004,53,0,,2004-12-30
2005,1,0,,2005-01-01
2005,2,0,,2005-01-08
2005,3,0,,2005-01-15
2005,4,0,,2005-01-22
2005,5,0,,2005-01-29
2005,6,0,,2005-02-05
2005,7,0,,2005-02-12
2005,8,0,,2005-02-19
2005,9,0,,2005-02-26
